transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
2651,69,240,2017-04-09,0.0,Cancelled,6.0,2.0,1.0,1.0,1240.31,795.1,1970-01-01
2652,31,2403,2017-08-02,0.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
2653,38,3028,2017-11-07,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2654,38,1833,2017-01-04,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2655,11,2396,2017-04-22,0.0,Approved,2.0,1.0,2.0,1.0,1274.93,764.96,1970-01-01
2656,41,2826,2017-08-12,0.0,Approved,1.0,2.0,1.0,1.0,416.98,312.74,1970-01-01
2657,66,2336,2017-07-29,0.0,Approved,2.0,2.0,3.0,1.0,590.26,525.33,1970-01-01
2658,37,3090,2017-06-15,1.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
2659,74,2820,2017-10-08,1.0,Approved,3.0,1.0,1.0,1.0,1228.07,400.91,1970-01-01
2660,87,430,2017-04-01,0.0,Approved,4.0,1.0,1.0,1.0,1636.9,44.71,1970-01-01
2661,37,2372,2017-08-31,1.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
2662,91,1823,2017-05-01,1.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
2663,40,1299,2017-07-06,1.0,Approved,4.0,1.0,2.0,1.0,1458.17,874.9,1970-01-01
2664,42,2715,2017-09-17,0.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
2665,48,1748,2017-09-10,1.0,Approved,3.0,1.0,1.0,1.0,1762.96,950.52,1970-01-01
2666,28,298,2017-03-07,0.0,Approved,1.0,2.0,1.0,1.0,1703.52,1516.13,1970-01-01
2667,52,3467,2017-04-17,1.0,Approved,4.0,2.0,1.0,1.0,1280.28,829.51,1970-01-01
2668,55,2415,2017-11-17,0.0,Approved,5.0,2.0,1.0,1.0,1894.19,598.76,1970-01-01
2669,66,167,2017-01-15,1.0,Approved,1.0,1.0,1.0,1.0,1163.89,589.27,1970-01-01
2670,3,647,2017-08-22,0.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2671,53,3365,2017-01-05,0.0,Approved,4.0,1.0,1.0,1.0,795.34,101.58,1970-01-01
2672,56,1773,2017-12-22,0.0,Approved,4.0,1.0,1.0,1.0,183.86,137.9,1970-01-01
2673,82,902,2017-11-06,1.0,Approved,6.0,1.0,2.0,1.0,1148.64,689.18,1970-01-01
2674,17,888,2017-02-02,1.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
2675,69,2158,2017-05-03,1.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
2676,0,336,2017-10-09,0.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
2677,18,3225,2017-04-04,1.0,Approved,1.0,1.0,1.0,1.0,575.27,431.45,1970-01-01
2678,49,187,2017-08-21,1.0,Approved,5.0,2.0,1.0,1.0,533.51,400.13,1970-01-01
2679,24,489,2017-02-06,1.0,Approved,1.0,2.0,1.0,1.0,1777.8,820.78,1970-01-01
2680,20,1635,2017-02-07,0.0,Approved,5.0,1.0,1.0,1.0,1775.81,1580.47,1970-01-01
2681,67,1773,2017-03-16,1.0,Approved,6.0,2.0,1.0,1.0,544.05,376.84,1970-01-01
2682,0,2068,2017-07-24,0.0,Approved,5.0,1.0,1.0,1.0,499.53,388.72,1970-01-01
2683,31,2659,2017-12-25,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2684,3,1752,2017-07-11,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2685,87,1776,2017-09-28,1.0,Approved,2.0,1.0,2.0,1.0,1179.0,707.4,1970-01-01
2686,62,2196,2017-03-12,0.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
2687,69,2707,2017-02-28,0.0,Approved,6.0,2.0,1.0,1.0,1240.31,795.1,1970-01-01
2688,33,2616,2017-07-04,0.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
2689,31,2853,2017-07-01,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2690,6,1822,2017-06-13,1.0,Approved,4.0,1.0,2.0,1.0,227.88,136.73,1970-01-01
2691,64,637,2017-04-11,0.0,Approved,2.0,1.0,2.0,1.0,1977.36,1759.85,1970-01-01
2692,91,3498,2017-08-25,0.0,Approved,1.0,1.0,1.0,1.0,100.35,75.26,1970-01-01
2693,92,2633,2017-10-09,1.0,Approved,3.0,1.0,1.0,1.0,1415.01,1259.36,1970-01-01
2694,95,1703,2017-04-04,0.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
2695,17,2648,2017-09-18,0.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
2696,29,3433,2017-04-15,0.0,Approved,6.0,2.0,1.0,1.0,543.39,407.54,1970-01-01
2697,21,2887,2017-01-25,1.0,Approved,3.0,3.0,1.0,1.0,1466.68,363.25,1970-01-01
2698,96,1074,2017-09-20,0.0,Approved,2.0,1.0,1.0,1.0,1635.3,993.66,1970-01-01
2699,21,2495,2017-10-14,0.0,Approved,1.0,1.0,1.0,1.0,1071.23,380.74,1970-01-01
2700,80,56,2017-03-08,1.0,Approved,4.0,3.0,3.0,1.0,1073.07,933.84,1970-01-01
2701,68,871,2017-11-06,1.0,Approved,4.0,1.0,1.0,1.0,1636.9,44.71,1970-01-01
2702,67,2096,2017-08-15,0.0,Approved,1.0,1.0,1.0,1.0,1071.23,380.74,1970-01-01
2703,30,2189,2017-10-08,1.0,Approved,4.0,1.0,1.0,1.0,1227.34,770.89,1970-01-01
2704,40,835,2017-10-23,1.0,Approved,4.0,1.0,2.0,1.0,1458.17,874.9,1970-01-01
2705,92,2639,2017-09-18,1.0,Approved,3.0,1.0,1.0,1.0,1415.01,1259.36,1970-01-01
2706,43,1120,2017-04-28,0.0,Approved,1.0,1.0,1.0,1.0,1151.96,649.49,1970-01-01
2707,68,693,2017-02-14,1.0,Approved,4.0,1.0,1.0,1.0,1636.9,44.71,1970-01-01
2708,2,2912,2017-11-14,0.0,Approved,2.0,2.0,3.0,1.0,590.26,525.33,1970-01-01
2709,47,201,2017-12-02,1.0,Approved,5.0,2.0,3.0,1.0,1720.7,1531.42,1970-01-01
2710,85,885,2017-12-23,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2711,16,1574,2017-06-15,0.0,Approved,6.0,1.0,2.0,1.0,1661.92,1479.11,1970-01-01
2712,42,239,2017-02-02,0.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
2713,90,1965,2017-12-24,0.0,Approved,6.0,1.0,3.0,1.0,363.01,290.41,1970-01-01
2714,34,2896,2017-01-14,0.0,Approved,6.0,2.0,2.0,1.0,774.53,464.72,1970-01-01
2715,45,583,2017-11-29,1.0,Approved,1.0,1.0,1.0,1.0,441.49,84.99,1970-01-01
2716,100,1168,2017-07-06,0.0,Approved,6.0,2.0,1.0,1.0,1036.59,206.35,1970-01-01
2717,95,1540,2017-12-25,1.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
2718,0,958,2017-04-18,1.0,Approved,6.0,1.0,1.0,1.0,360.4,270.3,1970-01-01
2719,81,2839,2017-03-18,1.0,Approved,6.0,1.0,1.0,1.0,586.45,521.94,1970-01-01
2720,9,1669,2017-01-09,0.0,Approved,6.0,1.0,1.0,1.0,1216.14,1082.36,1970-01-01
2721,15,821,2017-05-15,0.0,Approved,6.0,1.0,3.0,1.0,958.74,748.9,1970-01-01
2722,49,1061,2017-12-05,1.0,Approved,5.0,2.0,1.0,1.0,533.51,400.13,1970-01-01
2723,16,2304,2017-09-07,1.0,Approved,6.0,1.0,2.0,1.0,1661.92,1479.11,1970-01-01
2724,63,1589,2017-04-08,1.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
2725,67,2666,2017-02-18,0.0,Approved,6.0,2.0,1.0,1.0,544.05,376.84,1970-01-01
2726,81,990,2017-05-23,1.0,Approved,6.0,1.0,1.0,1.0,586.45,521.94,1970-01-01
2727,21,2992,2017-11-05,1.0,Approved,1.0,1.0,1.0,1.0,1071.23,380.74,1970-01-01
2728,12,1722,2017-08-27,0.0,Approved,3.0,1.0,1.0,1.0,1231.15,161.6,1970-01-01
2729,59,2098,2017-10-23,0.0,Approved,3.0,1.0,1.0,1.0,1415.01,1259.36,1970-01-01
2730,9,877,2017-05-04,1.0,Approved,4.0,2.0,1.0,1.0,742.54,667.4,1970-01-01
2731,40,3079,2017-05-28,1.0,Approved,4.0,1.0,2.0,1.0,1458.17,874.9,1970-01-01
2732,19,2155,2017-01-31,1.0,Approved,4.0,2.0,2.0,1.0,12.01,7.21,1970-01-01
2733,0,963,2017-09-13,0.0,Approved,4.0,1.0,2.0,1.0,227.88,136.73,1970-01-01
2734,0,1432,2017-11-27,1.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
2735,95,524,2017-05-16,1.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
2736,53,1123,2017-12-06,0.0,Approved,4.0,1.0,1.0,1.0,795.34,101.58,1970-01-01
2737,33,1745,2017-04-27,1.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
2738,75,490,2017-06-14,1.0,Approved,2.0,3.0,1.0,1.0,1873.97,863.95,1970-01-01
2739,96,372,2017-07-22,0.0,Approved,3.0,2.0,3.0,1.0,1172.78,1043.77,1970-01-01
2740,51,2615,2017-01-15,1.0,Approved,4.0,1.0,2.0,1.0,2005.66,1203.4,1970-01-01
2741,54,324,2017-12-09,1.0,Approved,3.0,1.0,1.0,1.0,1292.84,13.44,1970-01-01
2742,64,1331,2017-08-22,1.0,Approved,2.0,1.0,2.0,1.0,1977.36,1759.85,1970-01-01
2743,0,1107,2017-11-12,0.0,Approved,5.0,1.0,2.0,1.0,495.72,297.43,1970-01-01
2744,33,3382,2017-07-02,0.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
2745,3,310,2017-09-28,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2746,3,3242,2017-09-03,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2747,92,184,2017-04-29,0.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
2748,80,384,2017-07-11,0.0,Approved,4.0,3.0,3.0,1.0,1073.07,933.84,1970-01-01
2749,31,2830,2017-06-05,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2750,6,1913,2017-06-25,0.0,Approved,4.0,1.0,2.0,1.0,227.88,136.73,1970-01-01
2751,77,1381,2017-01-21,0.0,Approved,6.0,2.0,1.0,1.0,1240.31,795.1,1970-01-01
2752,39,1345,2017-11-10,1.0,Approved,2.0,1.0,1.0,1.0,1812.75,582.48,1970-01-01
2753,22,781,2017-02-19,0.0,Approved,3.0,1.0,1.0,1.0,60.34,45.26,1970-01-01
2754,33,1061,2017-08-14,1.0,Approved,2.0,1.0,1.0,1.0,1311.44,1167.18,1970-01-01
2755,80,1171,2017-03-13,0.0,Approved,4.0,3.0,3.0,1.0,1073.07,933.84,1970-01-01
2756,76,2031,2017-02-20,1.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
2757,35,1873,2017-12-22,1.0,Approved,5.0,1.0,3.0,1.0,1057.51,154.4,1970-01-01
2758,0,1810,2017-12-24,1.0,Approved,5.0,1.0,2.0,1.0,358.39,215.03,1970-01-01
2759,3,1492,2017-11-08,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2760,65,937,2017-11-03,0.0,Approved,3.0,1.0,1.0,1.0,1807.45,778.69,1970-01-01
2761,7,877,2017-02-15,0.0,Approved,5.0,2.0,3.0,1.0,980.37,234.43,1970-01-01
2762,64,2759,2017-09-11,1.0,Approved,5.0,1.0,1.0,1.0,1469.44,596.55,1970-01-01
2763,63,621,2017-05-04,1.0,Approved,3.0,1.0,1.0,1.0,1992.93,762.63,1970-01-01
2764,17,2428,2017-07-21,1.0,Approved,1.0,1.0,2.0,1.0,1024.66,614.8,1970-01-01
2765,59,2173,2017-05-09,0.0,Approved,1.0,1.0,1.0,1.0,1061.56,733.58,1970-01-01
2766,94,3191,2017-09-06,0.0,Approved,2.0,1.0,1.0,1.0,1635.3,993.66,1970-01-01
2767,0,1307,2017-08-19,1.0,Approved,3.0,1.0,1.0,1.0,60.34,45.26,1970-01-01
2768,85,1263,2017-11-18,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2769,9,235,2017-10-10,0.0,Approved,4.0,2.0,1.0,1.0,742.54,667.4,1970-01-01
2770,1,1545,2017-01-21,1.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
2771,51,3470,2017-01-01,0.0,Approved,4.0,1.0,2.0,1.0,2005.66,1203.4,1970-01-01
2772,86,1929,2017-01-31,0.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
2773,0,1136,2017-05-08,0.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
2774,14,1147,2017-04-27,0.0,Approved,1.0,1.0,2.0,1.0,1842.92,1105.75,1970-01-01
2775,86,409,2017-06-15,1.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
2776,21,1144,2017-09-14,1.0,Approved,3.0,3.0,1.0,1.0,1466.68,363.25,1970-01-01
2777,27,1403,2017-03-29,1.0,Approved,5.0,1.0,1.0,1.0,499.53,388.72,1970-01-01
2778,52,3042,2017-12-19,1.0,Approved,1.0,2.0,1.0,1.0,1777.8,820.78,1970-01-01
2779,2,2635,2017-07-07,0.0,Approved,1.0,1.0,1.0,1.0,71.49,53.62,1970-01-01
2780,84,225,2017-11-23,0.0,Approved,5.0,2.0,1.0,1.0,290.62,215.14,1970-01-01
2781,27,792,2017-02-24,0.0,Approved,5.0,1.0,3.0,1.0,1057.51,154.4,1970-01-01
2782,59,2320,2017-12-06,0.0,Approved,1.0,1.0,1.0,1.0,1061.56,733.58,1970-01-01
2783,3,272,2017-03-24,0.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2784,85,1619,2017-07-28,0.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2785,12,1765,2017-07-09,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
2786,85,127,2017-12-07,1.0,Approved,3.0,1.0,1.0,1.0,752.64,205.36,1970-01-01
2787,12,763,2017-02-03,1.0,Approved,3.0,1.0,1.0,1.0,1231.15,161.6,1970-01-01
2788,35,2355,2017-02-07,1.0,Approved,5.0,1.0,3.0,1.0,1057.51,154.4,1970-01-01
2789,63,3231,2017-07-17,1.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
2790,54,3228,2017-01-31,1.0,Approved,3.0,1.0,1.0,1.0,1292.84,13.44,1970-01-01
2791,10,1348,2017-07-26,1.0,Approved,1.0,1.0,1.0,1.0,1945.43,333.18,1970-01-01
2792,68,1250,2017-10-23,0.0,Approved,4.0,1.0,1.0,1.0,1636.9,44.71,1970-01-01
2793,5,1902,2017-07-13,0.0,Approved,5.0,4.0,3.0,1.0,574.64,459.71,1970-01-01
2794,62,3499,2017-01-12,0.0,Approved,1.0,1.0,1.0,1.0,478.16,298.72,1970-01-01
2795,47,791,2017-05-14,1.0,Approved,5.0,2.0,3.0,1.0,1720.7,1531.42,1970-01-01
2796,54,262,2017-12-20,0.0,Approved,3.0,1.0,1.0,1.0,1807.45,778.69,1970-01-01
2797,72,848,2017-08-12,0.0,Approved,6.0,1.0,1.0,1.0,360.4,270.3,1970-01-01
2798,61,2181,2017-05-28,1.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
2799,74,1240,2017-10-18,1.0,Approved,3.0,1.0,1.0,1.0,1228.07,400.91,1970-01-01
2800,75,2683,2017-11-09,1.0,Approved,2.0,3.0,1.0,1.0,1873.97,863.95,1970-01-01
2801,81,3417,2017-01-05,1.0,Approved,6.0,1.0,1.0,1.0,586.45,521.94,1970-01-01
2802,0,501,2017-05-31,1.0,Approved,1.0,1.0,1.0,1.0,441.49,84.99,1970-01-01
2803,55,653,2017-09-26,1.0,Approved,5.0,2.0,1.0,1.0,1894.19,598.76,1970-01-01
2804,13,2340,2017-07-02,1.0,Approved,1.0,1.0,1.0,1.0,1163.89,589.27,1970-01-01
2805,3,2504,2017-09-10,0.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2806,91,3295,2017-07-16,0.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
2807,97,1104,2017-09-25,1.0,Approved,1.0,1.0,1.0,1.0,202.62,151.96,1970-01-01
2808,12,3117,2017-03-09,1.0,Approved,3.0,1.0,1.0,1.0,1231.15,161.6,1970-01-01
2809,100,1522,2017-12-21,1.0,Approved,6.0,2.0,1.0,1.0,1036.59,206.35,1970-01-01
2810,69,3489,2017-04-07,1.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
2811,89,63,2017-09-21,0.0,Approved,3.0,3.0,1.0,1.0,1362.99,57.74,1970-01-01
2812,2,1824,2017-01-05,0.0,Approved,1.0,1.0,1.0,1.0,71.49,53.62,1970-01-01
2813,76,1193,2017-02-03,1.0,Approved,3.0,2.0,3.0,1.0,1172.78,1043.77,1970-01-01
2814,81,3011,2017-06-04,1.0,Approved,1.0,1.0,1.0,1.0,1151.96,649.49,1970-01-01
2815,0,2697,2017-08-28,1.0,Approved,6.0,1.0,3.0,1.0,363.01,290.41,1970-01-01
2816,1,2595,2017-04-16,1.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
2817,35,2457,2017-04-02,0.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
2818,20,3414,2017-01-03,1.0,Approved,5.0,1.0,1.0,1.0,1775.81,1580.47,1970-01-01
2819,75,3299,2017-05-02,0.0,Approved,2.0,3.0,1.0,1.0,1873.97,863.95,1970-01-01
2820,34,696,2017-09-18,1.0,Approved,6.0,2.0,2.0,1.0,774.53,464.72,1970-01-01
2821,0,2307,2017-08-22,0.0,Approved,4.0,1.0,1.0,1.0,235.63,125.07,1970-01-01
2822,24,1225,2017-04-10,1.0,Approved,1.0,2.0,1.0,1.0,1777.8,820.78,1970-01-01
2823,42,2792,2017-03-18,1.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
2824,0,306,2017-08-29,0.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
2825,93,3060,2017-01-05,1.0,Approved,3.0,1.0,1.0,1.0,1065.03,230.09,1970-01-01
2826,11,1005,2017-02-02,1.0,Approved,5.0,1.0,1.0,1.0,1775.81,1580.47,1970-01-01
2827,4,3326,2017-01-10,0.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
2828,42,3273,2017-03-13,0.0,Approved,4.0,2.0,1.0,1.0,1810.0,1610.9,1970-01-01
2829,87,2199,2017-03-18,0.0,Approved,4.0,1.0,1.0,1.0,1636.9,44.71,1970-01-01
2830,23,1096,2017-03-23,0.0,Approved,6.0,1.0,1.0,1.0,1198.46,381.1,1970-01-01
2831,46,1788,2017-02-01,0.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
2832,80,1290,2017-09-26,1.0,Approved,5.0,1.0,1.0,1.0,1469.44,596.55,1970-01-01
2833,95,684,2017-02-11,0.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
2834,11,507,2017-03-30,0.0,Approved,2.0,1.0,2.0,1.0,1274.93,764.96,1970-01-01
2835,41,836,2017-05-30,0.0,Approved,1.0,2.0,1.0,1.0,416.98,312.74,1970-01-01
2836,95,635,2017-07-03,0.0,Approved,2.0,1.0,1.0,1.0,569.56,528.43,1970-01-01
2837,61,478,2017-01-10,1.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
2838,61,2544,2017-11-28,0.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
2839,11,719,2017-04-14,0.0,Approved,2.0,1.0,2.0,1.0,1274.93,764.96,1970-01-01
2840,82,3245,2017-05-12,0.0,Approved,2.0,2.0,1.0,1.0,1538.99,829.65,1970-01-01
2841,9,1360,2017-07-02,1.0,Approved,4.0,2.0,1.0,1.0,742.54,667.4,1970-01-01
2842,24,1451,2017-11-29,1.0,Approved,1.0,2.0,1.0,1.0,1777.8,820.78,1970-01-01
2843,90,1506,2017-12-30,1.0,Approved,6.0,1.0,3.0,1.0,363.01,290.41,1970-01-01
2844,11,478,2017-12-27,1.0,Approved,2.0,1.0,2.0,1.0,1274.93,764.96,1970-01-01
2845,64,1380,2017-04-20,0.0,Approved,5.0,1.0,1.0,1.0,1469.44,596.55,1970-01-01
2846,0,2358,2017-11-16,1.0,Approved,1.0,2.0,1.0,1.0,416.98,312.74,1970-01-01
2847,52,1433,2017-08-15,0.0,Approved,4.0,2.0,1.0,1.0,1280.28,829.51,1970-01-01
2848,57,3374,2017-06-17,0.0,Approved,3.0,3.0,1.0,1.0,1890.39,260.14,1970-01-01
2849,83,1036,2017-02-10,0.0,Approved,1.0,3.0,1.0,1.0,2083.94,675.03,1970-01-01
2850,37,39,2017-08-28,0.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
2851,24,1178,2017-10-12,1.0,Approved,1.0,2.0,1.0,1.0,1777.8,820.78,1970-01-01
2852,92,89,2017-02-14,0.0,Approved,3.0,1.0,1.0,1.0,1415.01,1259.36,1970-01-01
2853,68,800,2017-08-18,0.0,Approved,4.0,1.0,1.0,1.0,1636.9,44.71,1970-01-01
2854,63,1354,2017-10-17,0.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
2855,89,1413,2017-06-30,0.0,Approved,3.0,3.0,1.0,1.0,1362.99,57.74,1970-01-01
2856,31,1429,2017-05-01,1.0,Approved,2.0,1.0,1.0,1.0,230.91,173.18,1970-01-01
2857,93,1345,2017-04-26,0.0,Approved,3.0,1.0,1.0,1.0,1065.03,230.09,1970-01-01
2858,40,1637,2017-07-11,1.0,Approved,5.0,2.0,1.0,1.0,1894.19,598.76,1970-01-01
2859,78,2438,2017-10-03,0.0,Approved,2.0,1.0,1.0,1.0,1765.3,709.48,1970-01-01
2860,1,3215,2017-03-11,1.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
2861,98,2442,2017-08-04,0.0,Approved,5.0,1.0,2.0,1.0,358.39,215.03,1970-01-01
2862,5,1336,2017-09-23,0.0,Approved,5.0,4.0,3.0,1.0,574.64,459.71,1970-01-01
2863,91,3129,2017-05-11,1.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
2864,32,3478,2017-09-24,0.0,Approved,2.0,1.0,1.0,1.0,642.7,211.37,1970-01-01
2865,61,1367,2017-12-19,0.0,Approved,4.0,1.0,3.0,1.0,71.16,56.93,1970-01-01
2866,74,2562,2017-06-03,0.0,Approved,3.0,1.0,1.0,1.0,1228.07,400.91,1970-01-01
2867,16,1554,2017-08-18,0.0,Approved,6.0,1.0,2.0,1.0,1661.92,1479.11,1970-01-01
2868,38,2458,2017-05-20,0.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2869,94,2121,2017-10-02,0.0,Approved,2.0,1.0,1.0,1.0,1635.3,993.66,1970-01-01
2870,38,2888,2017-04-24,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2871,67,3334,2017-02-27,1.0,Approved,6.0,2.0,1.0,1.0,544.05,376.84,1970-01-01
2872,8,52,2017-04-22,0.0,Approved,1.0,2.0,1.0,1.0,1703.52,1516.13,1970-01-01
2873,41,781,2017-02-20,1.0,Approved,1.0,2.0,1.0,1.0,416.98,312.74,1970-01-01
2874,83,1801,2017-06-30,0.0,Approved,1.0,3.0,1.0,1.0,2083.94,675.03,1970-01-01
2875,0,2012,2017-06-09,0.0,Approved,4.0,1.0,1.0,1.0,183.86,137.9,1970-01-01
2876,3,2454,2017-05-13,1.0,Approved,5.0,1.0,1.0,1.0,2091.47,388.92,1970-01-01
2877,63,849,2017-08-24,0.0,Approved,1.0,1.0,1.0,1.0,1483.2,99.59,1970-01-01
2878,23,799,2017-04-16,1.0,Approved,6.0,4.0,3.0,1.0,688.63,612.88,1970-01-01
2879,2,3071,2017-03-12,0.0,Approved,1.0,1.0,1.0,1.0,71.49,53.62,1970-01-01
2880,76,2415,2017-09-06,1.0,Approved,3.0,1.0,3.0,1.0,642.31,513.85,1970-01-01
2881,7,1585,2017-07-18,0.0,Approved,5.0,2.0,3.0,1.0,980.37,234.43,1970-01-01
2882,79,1711,2017-08-13,0.0,Approved,1.0,3.0,1.0,1.0,2083.94,675.03,1970-01-01
2883,32,1195,2017-12-01,0.0,Approved,2.0,1.0,1.0,1.0,642.7,211.37,1970-01-01
2884,1,699,2017-11-05,1.0,Approved,2.0,1.0,1.0,1.0,1403.5,954.82,1970-01-01
2885,60,802,2017-08-02,1.0,Approved,2.0,1.0,2.0,1.0,1977.36,1759.85,1970-01-01
2886,19,3088,2017-12-27,1.0,Approved,4.0,2.0,2.0,1.0,12.01,7.21,1970-01-01
2887,0,2770,2017-08-12,0.0,Approved,6.0,2.0,1.0,1.0,543.39,407.54,1970-01-01
2888,46,1980,2017-06-30,0.0,Approved,4.0,1.0,3.0,1.0,1793.43,248.82,1970-01-01
2889,5,1012,2017-12-21,0.0,Approved,2.0,1.0,2.0,1.0,1129.13,677.48,1970-01-01
2890,58,3225,2017-03-05,1.0,Approved,4.0,1.0,1.0,1.0,912.52,141.4,1970-01-01
2891,48,2434,2017-07-08,0.0,Approved,3.0,1.0,1.0,1.0,1762.96,950.52,1970-01-01
2892,2,2055,2017-04-22,1.0,Approved,2.0,2.0,3.0,1.0,590.26,525.33,1970-01-01
2893,6,3126,2017-10-18,0.0,Approved,1.0,1.0,2.0,1.0,748.17,448.9,1970-01-01
2894,36,1951,2017-06-06,0.0,Approved,1.0,1.0,3.0,1.0,945.04,507.58,1970-01-01
2895,39,2062,2017-04-14,1.0,Approved,2.0,1.0,1.0,1.0,1812.75,582.48,1970-01-01
2896,35,1771,2017-05-26,1.0,Approved,5.0,1.0,3.0,1.0,1057.51,154.4,1970-01-01
2897,23,3221,2017-05-28,0.0,Approved,6.0,1.0,1.0,1.0,1198.46,381.1,1970-01-01
2898,79,2061,2017-06-24,1.0,Approved,1.0,3.0,1.0,1.0,2083.94,675.03,1970-01-01
2899,13,1944,2017-10-06,1.0,Approved,1.0,1.0,1.0,1.0,1577.53,826.51,1970-01-01
2900,65,1697,2017-03-14,0.0,Approved,3.0,1.0,1.0,1.0,1807.45,778.69,1970-01-01
2901,59,2242,2017-01-26,1.0,Approved,1.0,1.0,1.0,1.0,1061.56,733.58,1970-01-01
2902,87,1597,2017-05-14,1.0,Approved,2.0,1.0,2.0,1.0,1179.0,707.4,1970-01-01
2903,84,629,2017-03-08,1.0,Approved,2.0,2.0,1.0,1.0,792.9,594.68,1970-01-01
2904,76,2061,2017-01-21,1.0,Approved,3.0,2.0,3.0,1.0,1172.78,1043.77,1970-01-01
2905,52,2062,2017-11-18,0.0,Approved,4.0,2.0,1.0,1.0,1280.28,829.51,1970-01-01
